,username,status,gender,translated_occupation_category_encoded,age_group_encoded,filtered sentence,caption,y
3586, flitchsalvatore,7,1,3,3,I simple man motivated ambitious intelligent self confident I enjoy meaningful conversation addition plain old good fun Im basically positive person also loves humor laughter would like someone adventurous spirit positive attitude see funny side life someone open willing learn new things I like share things I learn open learning new things well I passion music curiosity life To find woman loves dance would miracle impossible I believe even rare definitely bonus requirement,man in black shirt is standing in front of woman in black shirt,1
3587, flora11149,3,0,14,0,im seperated woman 30years old looking love brought raise denmark im new site looking serious relationship,man in black shirt and beard with red hair is standing in front of crowd,1
3588, Floralove,4,0,9,3,Am Christian,man in red shirt is standing in front of group of people,1
3589, floratender2016,4,0,6,1,AM FLORA GIBSON SINGLE NO KIDS I WAS ONCE MARRIED BUT I LOST MY HUSBAND AND SON 5YEARS AGO SO I HAVE DECIDED TO MOVE ON WITH MY LIFE SO I NEED A REAL AND HONEST MAN TO SPEND THE REST OF MY LIFE WITH,man in black shirt is standing in front of crowd,1
3590, flowerlisa,4,0,14,0,polite well understanding sense humor excellent listenerI enjoy company others spending time beach going good time w friends first shy say friends fun act like total dork sometimes love fun honest upfront person love Laugh make people laugh love see people smiles,two girls are sitting on bench in front of the water,1
3591, floywat,7,1,3,3,Hiam easy going person lot love share right one,man in red shirt is walking on the beach,1
3592, foladerodan,4,0,2,0,My name Rodan Foladefrom Nigeriaam graduate one best University Nigeriai really need responsible man life relationship lead marriage live together like husband wifeAm 28 years old ageRemember distance matterwhat matter really loveplease interest contact gmail call linekteduconsultgmailcom 2348104837797thank much love,man in black shirt is sitting on bench,1
3593, folire,7,1,3,1,Im caring honest sarcastic humorous shy loving hardworking random type individual I ton ambition great personality fit There many qualities I people dont appreciate So Im really hoping meet someone accept I appreciate I Im perfect never claim I I thats I think applicable My ideal lady would fun outgoing honest laidback open minded softlady tendencies Someone enjoys dinners home made dessert I love active would great meet someone enjoys play sports show new ones also like skim boarding scuba diving etc Theres ton new experiences living beach I hope find certain show water sports Im good hearted man looking good hearted woman grow old If anything want know Please dont hesitate fill,two girls are sitting on the ground with colorful bags,1
3594, Ford,7,0,9,1,I woman love peace understanding,two girls are playing in the street,1
3595, frank1963,7,1,9,3,I good nice looking man love see people around good condition also love word God,man in red shirt is walking through the street,1
3596, frankbenjamin67,7,1,14,2,Im easy going person lots friends communication important part life also Im patient prudent person sweet temper earth I giving try But much personality counts For Honesty receiving giving love humour independency come first The things icing cake I want woman honest afraid showing feeling Also well travelled important I looking qualities woman looks important person inside thats matters Grate smile captive eyes good hygiene usually well dressed unless course Im working around house Well rounded,man in black shirt is standing in front of woman in black shirt and black shirt,1
3597, Frankdarryl490,7,1,1,2,cool caring loving gentle kind hearted easygoing responsible hardworking passionate honest,man in black shirt is standing in front of large building,1
3598, frankedward,7,1,14,2,Simplehonestcaring devoted christainI ways get along day trying hard avoid stressI play chess board gamelisten gospel music take walk pack sit quite place study,man in black shirt is standing in front of store,1
3599, Frankhawkins,7,1,1,2,Am considered intelligent honest capable carrying conversations variety topics kind caring giving passionate compassionate quirky sense humor much I easy going person I love laugh enjoy life Im fun honest man treats people especially women respect looking special someone share life,man in black shirt is standing in front of woman in black shirt,1
3600, frankie,4,0,14,2,Perhaps Im little oldfashioned I like believe marriage better worse sacred life Thats I find special one build happy strong family I romantic time I clouds I honest I know compromise I listen hear You wont bored ever I always find way cheer I active like take good care make body shaped mind sharp,man in black shirt is sitting on bench with her eyes on his head,1
3601, frankla,7,1,1,3,I love active physical things like playing hockey skiing running hiking biking camping walking waterskiing boating backpacking things help keep us fit enjoy outdoors I looking woman ruin life kindness I looking heart soul beauty skin although physical attraction critical I desire find someone great sense humor optimistic life I want enjoy day life gives us together live day full potential I faith God,man in red shirt is sitting on bench,1
